日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,1,2,4,レッドアンシェル,牡,福永祐一,庄野靖志
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,2,5,10,モズスーパーフレア,牝,松若風馬,音無秀孝
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,3,6,11,アウィルアウェイ,牝,川田将雅,高野友和
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,4,3,6,クライムメジャー,牡,鮫島克駿,渡辺薫彦
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,4,7,15,アンヴァル,牝,北村友一,藤岡健一
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,6,3,5,トゥラヴェスーラ,牡,武豊,高橋康之
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,7,8,18,ジョーカナチャン,牝,菱田裕二,松下武士
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,8,1,1,プリディカメント,牝,浜中俊,吉村圭司
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,9,8,17,タイセイアベニール,牡,松山弘平,西村真幸
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,10,7,13,メイショウキョウジ,牡,藤岡康太,藤岡健一
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,11,2,3,ブライティアレディ,牝,幸英明,武幸四郎
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,12,6,12,マイネルグリット,牡,国分優作,吉田直弘
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,13,5,9,ダイメイプリンセス,牝,秋山真一郎,森田直行
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,13,7,14,メジェールスー,牝,岡田祥嗣,藤原英昭
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,15,8,16,ジョイフル,牡,川又賢治,吉村圭司
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,16,4,8,ラブカンプー,牝,藤田菜七子,森田直行
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,17,1,2,ゴールドクイーン,牝,古川吉洋,坂口智康
2020/8/23/,小倉,テレビ西日本賞北九州記念,GⅢ,1200,芝,18,4,7,カリオストロ,牝,酒井学,加用正
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,1,1,1,ノームコア,牝,横山典弘,萩原清
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,2,2,2,ペルシアンナイト,牡,大野拓弥,池江泰寿
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,3,5,6,ラッキーライラック,牝,M.デムーロ,松永幹夫
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,4,7,10,ポンデザール,牝,C.ルメール,堀宣行
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,5,7,9,イェッツト,牡,横山武史,金成貴史
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,6,3,3,トーセンスーリヤ,牡,横山和生,小野次郎
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,7,6,8,カウディーリョ,牡,藤岡佑介,堀宣行
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,8,8,12,トーラスジェミニ,牡,木幡育也,小桧山悟
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,9,6,7,ブラックホール,牡,石川裕紀人,相沢郁
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,10,8,11,アドマイヤジャスタ,牡,吉田隼人,須貝尚介
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,11,4,4,ドレッドノータス,せ,坂井瑠星,矢作芳人
2020/8/23/,札幌,札幌記念,GⅡ,2000,芝,12,5,5,ルミナスウォリアー,牡,川島信二,新谷功一
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,1,4,5,スプリングボックス,牡,森一馬,寺島良
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,2,7,11,ブレイクスピアー,牡,熊沢重文,長谷川浩大
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,3,6,9,ハルキストン,牡,難波剛健,浅見秀一
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,4,3,4,マイネルレオーネ,牡,平沢健治,清水久詞
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,5,6,10,クリノライジン,牡,小野寺祐太,荒川義之
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,5,8,14,タガノグルナ,牡,北沢伸也,大根田裕之
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,7,4,6,セイウンフォーカス,牡,中村将之,宮本博
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,8,5,8,ニシノベイオウルフ,牡,大江原圭,小桧山悟
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,9,2,2,マンノグランプリ,牡,西谷誠,角田晃一
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,10,1,1,オブリゲーション,牡,小坂忠士,奥村豊
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,11,8,13,シゲルロウニンアジ,牡,高田潤,湯窪幸雄
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,12,3,3,サウスオブボーダー,牡,五十嵐雄祐,五十嵐忠男
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,13,5,7,ベストサポーター,牡,伊藤工真,和田雄二
2020/8/29/,小倉,小倉サマージャンプ,J・GⅢ,3390,芝）,14,7,12,トゥルーハート,せ,白浜雄造,庄野靖志
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,1,8,11,ショックアクション,牡,戸崎圭太,大久保龍志
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,2,7,9,ブルーシンフォニー,牡,田辺裕信,伊藤圭三
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,3,5,5,フラーズダルム,牝,福永祐一,松永昌博
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,4,4,4,ファルヴォーレ,牡,岩田康誠,高橋義忠
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,5,1,1,シュヴァリエローズ,牡,M.デムーロ,清水久詞
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,6,6,6,セイウンダイモス,牡,内田博幸,和田勇介
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,7,3,3,ロードマックス,牡,岩田望来,藤原英昭
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,8,8,10,ブルーバード,牝,柴田大知,中舘英二
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,9,6,7,ハヴァス,牡,丸山元気,橋口慎介
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,10,2,2,ジュラメント,牝,藤田菜七子,根本康広
2020/8/30/,新潟,新潟２歳ステークス,GⅢ,1600,芝,11,7,8,タイガーリリー,牝,三浦皇成,尾関知人
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,1,7,14,エイティーンガール,牝,坂井瑠星,飯田祐史
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,2,6,12,ライトオンキュー,牡,古川吉洋,昆貢
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,3,8,15,ディメンシオン,牝,松田大作,藤原英昭
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,4,7,13,アスタールビー,牝,吉田隼人,南井克巳
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,5,8,16,ヤマカツマーメイド,牝,池添謙一,池添兼雄
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,6,2,4,ビリーバー,牝,杉原誠人,石毛善彦
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,7,5,9,ダイメイフジ,牡,菱田裕二,森田直行
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,8,2,3,ダイシンバルカン,牡,勝浦正樹,吉田直弘
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,9,3,5,メイショウショウブ,牝,横山典弘,池添兼雄
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,10,6,11,フィアーノロマーノ,牡,藤岡康太,高野友和
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,11,5,10,クールティアラ,牝,丹内祐次,矢野英一
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,12,3,6,ショウナンアンセム,牡,石川裕紀人,田中剛
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,13,4,8,カッパツハッチ,牝,大野拓弥,矢野英一
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,14,1,2,イベリス,牝,横山武史,角田晃一
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,15,1,1,ダイアトニック,牡,武豊,安田隆行
2020/8/30/,札幌,キーンランドカップ,GⅢ,1200,芝,16,4,7,メイショウカズヒメ,牝,柴山雄一,南井克巳
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,1,8,13,ソダシ,牝,吉田隼人,須貝尚介
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,2,5,8,ユーバーレーベン,牝,戸崎圭太,手塚貴久
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,3,4,6,バスラットレオン,牡,坂井瑠星,矢作芳人
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,4,8,14,アオイゴールド,牝,団野大成,和田雄二
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,5,2,2,ヴェローチェオロ,牡,大野拓弥,須貝尚介
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,6,7,12,ヴィゴーレ,牡,池添謙一,松永幹夫
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,7,5,7,コスモアシュラ,牡,丹内祐次,中野栄治
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,8,7,11,ウイングリュック,牡,和田竜二,宮徹
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,9,6,9,ウインルーア,牝,横山武史,青木孝文
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,10,6,10,リキサントライ,牡,柴山雄一,池添兼雄
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,11,3,3,ジオルティ,牡,C.ルメール,杉山晴紀
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,12,3,4,カガフラッシュ,牡,江田照男,萱野浩二
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,13,1,1,ピンクカメハメハ,牡,武豊,森秀行
2020/9/5/,札幌,農林水産省賞典 札幌２歳ステークス,GⅢ,1800,芝,14,4,5,スライリー,牝,石川裕紀人,相沢郁
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,1,8,17,ブラヴァス,牡,福永祐一,友道康夫
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,2,3,5,ジナンボー,牡,M.デムーロ,堀宣行
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,3,8,16,サンレイポケット,牡,荻野極,高橋義忠
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,4,4,8,サトノガーネット,牝,坂井瑠星,矢作芳人
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,5,2,4,サトノダムゼル,牝,岩田康誠,堀宣行
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,6,7,14,カデナ,牡,鮫島克駿,中竹和也
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,7,2,3,ピースワンパラディ,牡,池添謙一,大竹正博
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,8,5,10,ウインガナドル,牡,三浦皇成,上原博之
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,9,7,13,ゴールドギア,牡,武藤雅,伊藤圭三
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,10,6,11,ワーケア,牡,C.ルメール,手塚貴久
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,11,7,15,リープフラウミルヒ,牝,津村明秀,相沢郁
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,12,5,9,アイスストーム,牡,柴田大知,吉村圭司
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,13,8,18,サトノクロニクル,牡,藤井勘一郎,池江泰寿
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,14,4,7,アールスター,牡,長岡禎仁,杉山晴紀
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,15,1,1,インビジブルレイズ,牡,北村宏司,吉村圭司
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,16,1,2,アイスバブル,牡,戸崎圭太,池江泰寿
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,17,3,6,メートルダール,牡,丸山元気,戸田博文
2020/9/6/,新潟,農林水産省賞典 新潟記念,GⅢ,2000,芝,18,6,12,プレシャスブルー,牡,石橋脩,相沢郁
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,1,7,8,メイケイエール,牝,武豊,武英智
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,2,8,9,モントライゼ,牡,川田将雅,松永幹夫
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,3,2,2,フォドラ,牝,北村友一,牧浦充徳
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,4,7,7,ルクシオン,牝,松山弘平,河内洋
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,5,8,10,フリード,牝,和田竜二,西園正都
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,6,5,5,アールラプチャー,牝,太宰啓介,千田輝彦
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,7,1,1,ラマルセイエーズ,牝,幸英明,森田直行
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,8,6,6,セレッソフレイム,牝,小牧太,服部利之
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,9,4,4,リサコーハク,牝,松若風馬,川村禎彦
2020/9/6/,小倉,小倉２歳ステークス,GⅢ,1200,芝,10,3,3,カシノレオ,牡,酒井学,鈴木孝志
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,1,5,10,マルターズディオサ,牝,田辺裕信,手塚貴久
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,2,8,18,パラスアテナ,牝,武豊,高柳瑞樹
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,3,8,16,シーズンズギフト,牝,C.ルメール,黒岩陽一
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,4,1,2,マジックキャッスル,牝,浜中俊,国枝栄
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,5,4,8,ミスニューヨーク,牝,加藤祥太,杉山晴紀
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,6,8,17,ウインマイティー,牝,和田竜二,五十嵐忠男
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,7,6,12,クロスセル,牝,内田博幸,和田正一郎
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,8,5,9,スマートリアン,牝,横山武史,石橋守
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,9,6,11,スカイグルーヴ,牝,戸崎圭太,木村哲也
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,10,3,5,コトブキテティス,牝,北村宏司,田島俊明
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,11,2,4,ホウオウエミーズ,牝,津村明秀,池上昌和
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,12,3,6,ラヴユーライヴ,牝,坂井瑠星,矢作芳人
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,13,7,13,ホウオウピースフル,牝,池添謙一,大竹正博
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,14,7,15,フェルマーテ,牝,吉田豊,戸田博文
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,15,2,3,レッドルレーヴ,牝,三浦皇成,藤沢和雄
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,16,7,14,チェーンオブラブ,牝,石橋脩,小笠倫弘
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,17,4,7,ストリートピアノ,牝,武藤雅,武藤善則
2020/9/12/,中山,紫苑ステークス,GⅢ,2000,芝,18,1,1,ショウナンハレルヤ,牝,丸山元気,矢野英一
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,1,5,10,トロワゼトワル,牝,横山典弘,安田隆行
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,2,8,16,スマイルカナ,牝,柴田大知,高橋祥泰
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,3,1,2,ボンセルヴィーソ,牡,木幡巧也,池添学
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,4,4,7,ジャンダルム,牡,藤井勘一郎,池江泰寿
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,5,4,8,シゲルピンクダイヤ,牝,和田竜二,渡辺薫彦
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,6,2,3,アルーシャ,牝,戸崎圭太,藤沢和雄
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,7,2,4,ストーミーシー,牡,田辺裕信,斎藤誠
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,8,6,12,エントシャイデン,牡,大野拓弥,矢作芳人
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,9,7,14,アストラエンブレム,せ,横山武史,小島茂之
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,10,3,5,アンドラステ,牝,C.ルメール,中内田充正
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,11,7,13,ミッキーブリランテ,牡,坂井瑠星,矢作芳人
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,12,5,9,アフランシール,牝,津村明秀,尾関知人
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,13,6,11,ラセット,牡,秋山真一郎,庄野靖志
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,14,3,6,スイープセレリタス,牝,丸山元気,藤沢和雄
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,15,8,15,メイケイダイハード,牡,酒井学,中竹和也
2020/9/13/,中山,京成杯オータムハンデキャップ,GⅢ,1600,芝,16,1,1,ルフトシュトローム,牡,石橋脩,堀宣行
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,1,8,16,ダノンスマッシュ,牡,三浦皇成,安田隆行
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,2,2,3,メイショウグロッケ,牝,浜中俊,荒川義之
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,3,4,7,ミスターメロディ,牡,北村友一,藤原英昭
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,4,4,8,タイセイアベニール,牡,松山弘平,西村真幸
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,5,6,11,ビアンフェ,牡,藤岡佑介,中竹和也
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,6,5,10,トゥラヴェスーラ,牡,武豊,高橋康之
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,7,8,15,クリノガウディー,牡,森裕太朗,藤沢則雄
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,8,2,4,ラヴィングアンサー,牡,吉田隼人,石坂正
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,9,1,1,トウショウピスト,牡,丸田恭介,土田稔
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,10,5,9,シヴァージ,牡,岩田望来,野中賢二
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,11,1,2,ノーワン,牝,池添謙一,笹田和秀
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,12,6,12,メイショウキョウジ,牡,藤岡康太,藤岡健一
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,13,3,5,キングハート,牡,菱田裕二,星野忍
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,14,7,13,クライムメジャー,牡,鮫島克駿,渡辺薫彦
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,15,7,14,フェルトベルク,牝,藤懸貴志,荒川義之
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,16,8,17,ラブカンプー,牝,斎藤新,森田直行
2020/9/13/,中京,産経賞セントウルステークス,GⅡ,1200,芝,17,3,6,セイウンコウセイ,牡,幸英明,上原博之
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,1,5,6,タガノエスプレッソ,牡,平沢健治,五十嵐忠男
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,2,7,11,ケイブルグラム,せ,蓑島靖典,高橋文雅
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,3,1,1,ブレイクスピアー,牡,熊沢重文,長谷川浩大
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,4,8,12,サトノエメラルド,牡,高田潤,安田隆行
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,5,4,5,ヤマニンシルフ,牡,小坂忠士,千田輝彦
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,6,6,9,マイネルレオーネ,牡,上野翔,清水久詞
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,7,7,10,フォイヤーヴェルク,牡,森一馬,池江泰寿
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,8,8,13,ファイアプルーフ,牡,大江原圭,根本康広
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,9,2,2,プラチナアッシュ,せ,白浜雄造,寺島良
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,10,6,8,スマートボムシェル,牡,植野貴也,吉田直弘
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,11,3,3,クリノライジン,牡,小野寺祐太,荒川義之
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,12,5,7,トラキアンコード,せ,五十嵐雄祐,武市康男
2020/9/19/,中京,阪神ジャンプステークス,J・GⅢ,3300,芝）,13,4,4,ルペールノエル,牡,西谷誠,藤原英昭
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,1,1,1,リアアメリア,牝,川田将雅,中内田充正
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,2,7,13,ムジカ,牝,秋山真一郎,鈴木孝志
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,3,4,8,オーマイダーリン,牝,和田竜二,河内洋
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,4,7,15,デゼル,牝,武豊,友道康夫
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,5,5,9,クラヴァシュドール,牝,M.デムーロ,中内田充正
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,6,3,5,リリーピュアハート,牝,福永祐一,藤原英昭
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,7,6,11,アカイイト,牝,藤岡佑介,中竹和也
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,8,1,2,フィオリキアリ,牝,北村友一,清水久詞
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,9,8,18,ラインオブダンス,牝,坂井瑠星,矢作芳人
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,10,7,14,シャレード,牝,戸崎圭太,藤原英昭
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,11,2,3,フアナ,牝,C.ルメール,角居勝彦
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,12,5,10,アブレイズ,牝,藤井勘一郎,池江泰寿
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,13,2,4,ヤマニンプティパ,牝,竹之下智昭,千田輝彦
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,14,8,16,シャムロックヒル,牝,団野大成,佐々木晶三
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,15,3,6,セウラサーリ,牝,池添謙一,西園正都
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,16,6,12,チャイカ,牝,松山弘平,今野貞一
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,17,8,17,エレナアヴァンティ,牝,幸英明,宗像義忠
2020/9/20/,中京,関西テレビ放送賞ローズステークス,GⅡ,2000,芝,18,4,7,ウーマンズハート,牝,藤岡康太,西浦勝一
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,1,5,6,バビット,牡,内田博幸,浜田多実雄
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,2,7,9,サトノフラッグ,牡,戸崎圭太,国枝栄
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,3,6,7,ガロアクリーク,牡,川田将雅,上原博之
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,4,2,2,ラインハイト,牡,北村友一,石坂正
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,5,7,10,ヴァルコス,牡,三浦皇成,友道康夫
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,6,8,11,ココロノトウダイ,牡,丸山元気,手塚貴久
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,7,4,4,フィリオアレグロ,牡,M.デムーロ,堀宣行
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,8,8,12,サペラヴィ,牡,石橋脩,相沢郁
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,9,6,8,リスペクト,牡,C.ルメール,奥村武
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,10,3,3,マイネルソラス,牡,丹内祐次,和田正一郎
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,11,1,1,ピースディオン,牡,田辺裕信,大竹正博
2020/9/21/,中山,朝日杯セントライト記念,GⅡ,2200,芝,12,5,5,ダノンファスト,牡,横山典弘,菊沢隆徳
