日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,1,4,4,センテリュオ,牝,戸崎圭太,高野友和
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,2,8,8,カレンブーケドール,牝,津村明秀,国枝栄
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,3,7,7,ステイフーリッシュ,牡,田辺裕信,矢作芳人
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,4,1,1,クレッシェンドラヴ,牡,内田博幸,林徹
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,5,3,3,ミッキースワロー,牡,横山典弘,菊沢隆徳
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,6,2,2,サンアップルトン,牡,柴田善臣,中野栄治
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,7,5,5,ジェネラーレウーノ,牡,三浦皇成,矢野英一
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,8,8,9,オウケンムーン,牡,北村宏司,国枝栄
2020/9/27/,中山,産経賞オールカマー,GⅡ,2200,芝,9,6,6,アウトライアーズ,牡,丸田恭介,小島茂之
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,1,1,2,コントレイル,牡,福永祐一,矢作芳人
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,2,8,18,ヴェルトライゼンデ,牡,池添謙一,池江泰寿
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,3,3,5,ロバートソンキー,牡,伊藤工真,林徹
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,4,6,11,ディープボンド,牡,和田竜二,大久保龍志
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,5,7,13,ターキッシュパレス,牡,富田暁,昆貢
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,6,4,7,エンデュミオン,牡,秋山真一郎,清水久詞
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,7,2,4,レクセランス,牡,松山弘平,池添学
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,8,5,9,アイアンバローズ,牡,北村友一,角居勝彦
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,9,3,6,マンオブスピリット,牡,M.デムーロ,斉藤崇史
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,10,7,14,ディープキング,牡,岩田望来,藤原英昭
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,11,2,3,ビターエンダー,牡,吉田隼人,相沢郁
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,12,5,10,パンサラッサ,牡,坂井瑠星,矢作芳人
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,13,8,16,シンボ,牡,古川吉洋,斉藤正弘
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,14,4,8,イロゴトシ,牡,小崎綾也,牧田和弥
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,15,6,12,メイショウボサツ,牡,藤岡康太,西浦勝一
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,16,7,15,ファルコニア,牡,川田将雅,角居勝彦
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,17,1,1,グランデマーレ,牡,藤岡佑介,藤岡健一
2020/9/27/,中京,神戸新聞杯,GⅡ,2200,芝,18,8,17,マイラプソディ,牡,武豊,友道康夫
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,1,8,15,カフェファラオ,牡,C.ルメール,堀宣行
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,2,1,2,サクラアリュール,牡,藤岡康太,村山明
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,3,2,3,エイコーン,牡,高倉稜,吉田直弘
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,4,5,9,ダノンスプレンダー,牡,川田将雅,安田隆行
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,5,3,6,メイショウワザシ,牡,浜中俊,南井克巳
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,6,2,4,アルドーレ,牡,横山典弘,昆貢
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,7,4,8,サンデーウィザード,牡,秋山真一郎,大久保龍志
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,8,4,7,エムオーグリッタ,牡,団野大成,古賀慎明
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,9,6,11,グレートタイム,牡,福永祐一,藤原英昭
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,10,6,12,テーオーヘリオス,牡,荻野琢真,梅田智之
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,11,8,16,ミツバ,牡,岩田望来,加用正
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,12,7,14,ナムラアラシ,牡,幸英明,牧田和弥
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,13,7,13,キメラヴェリテ,牡,松若風馬,中竹和也
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,14,1,1,ダイシンインディー,牡,吉田隼人,戸田博文
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,15,3,5,ランスオブプラーナ,牡,太宰啓介,本田優
2020/10/3/,中京,シリウスステークス,GⅢ,1900,ダ,16,5,10,ダイメイコリーダ,牡,松山弘平,森田直行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,1,5,10,グランアレグリア,牝,C.ルメール,藤沢和雄
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,2,2,3,ダノンスマッシュ,牡,川田将雅,安田隆行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,3,8,16,アウィルアウェイ,牝,松山弘平,高野友和
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,4,4,7,ミスターメロディ,牡,福永祐一,藤原英昭
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,5,8,15,クリノガウディー,牡,三浦皇成,藤沢則雄
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,6,7,13,レッドアンシェル,牡,M.デムーロ,庄野靖志
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,7,3,5,メイショウグロッケ,牝,浜中俊,荒川義之
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,8,1,1,ダイメイプリンセス,牝,秋山真一郎,森田直行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,9,3,6,ライトオンキュー,牡,古川吉洋,昆貢
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,10,1,2,モズスーパーフレア,牝,松若風馬,音無秀孝
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,11,7,14,エイティーンガール,牝,池添謙一,飯田祐史
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,12,2,4,キングハート,牡,北村宏司,星野忍
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,13,5,9,ダイアトニック,牡,横山典弘,安田隆行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,14,4,8,ダイメイフジ,牡,菱田裕二,森田直行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,15,6,11,ラブカンプー,牝,斎藤新,森田直行
2020/10/4/,中山,スプリンターズステークス,GⅠ,1200,芝,16,6,12,ビアンフェ,牡,藤岡佑介,中竹和也
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,1,8,9,ステラヴェローチェ,牡,横山典弘,須貝尚介
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,2,5,5,インフィナイト,牝,北村友一,音無秀孝
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,3,6,6,セイウンダイモス,牡,内田博幸,和田勇介
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,4,2,2,ジャンカズマ,牡,戸崎圭太,安田翔伍
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,5,7,8,キングストンボーイ,牡,C.ルメール,藤沢和雄
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,6,3,3,ビゾンテノブファロ,牡,原優介,小桧山悟
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,7,4,4,スペシャルトーク,牡,M.デムーロ,杉浦宏昭
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,8,8,10,カガフラッシュ,牡,江田照男,萱野浩二
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,9,1,1,ピンクカメハメハ,牡,三浦皇成,森秀行
2020/10/10/,東京,サウジアラビアロイヤルカップ,GⅢ,1600,芝,10,7,7,ダディーズビビッド,牡,大野拓弥,千田輝彦
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,1,7,9,サリオス,牡,C.ルメール,堀宣行
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,2,5,5,ダイワキャグニー,せ,内田博幸,菊沢隆徳
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,3,6,7,サンレイポケット,牡,荻野極,高橋義忠
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,4,8,10,カデナ,牡,三浦皇成,中竹和也
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,5,4,4,ザダル,牡,田辺裕信,大竹正博
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,6,6,6,トーラスジェミニ,牡,木幡育也,小桧山悟
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,7,1,1,コントラチェック,牝,丸山元気,藤沢和雄
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,8,2,2,ワンダープチュック,牡,柴田大知,河内洋
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,9,3,3,アイスストーム,牡,石橋脩,吉村圭司
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,10,7,8,サトノインプレッサ,牡,戸崎圭太,矢作芳人
2020/10/11/,東京,毎日王冠,GⅡ,1800,芝,11,8,11,カイザーメランジェ,牡,武藤雅,中野栄治
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,1,7,13,グローリーヴェイズ,牡,川田将雅,尾関知人
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,2,1,2,キセキ,牡,浜中俊,角居勝彦
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,3,8,17,キングオブコージ,牡,横山典弘,安田翔伍
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,4,2,3,シルヴァンシャー,牡,北村友一,池江泰寿
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,5,3,6,ステイフーリッシュ,牡,藤岡佑介,矢作芳人
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,6,8,15,パフォーマプロミス,牡,福永祐一,藤原英昭
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,7,1,1,ダンビュライト,せ,松若風馬,音無秀孝
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,8,7,14,アイスバブル,牡,幸英明,池江泰寿
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,9,6,11,バイオスパーク,牡,和田竜二,浜田多実雄
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,10,4,8,カセドラルベル,牝,松山弘平,西村真幸
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,11,4,7,リッジマン,牡,古川吉洋,庄野靖志
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,12,3,5,ノーブルマーズ,牡,高倉稜,宮本博
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,13,8,16,ミスマンマミーア,牝,池添謙一,寺島良
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,14,2,4,タイセイトレイル,牡,川須栄彦,矢作芳人
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,15,6,12,ドゥオーモ,牡,藤岡康太,野中賢二
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,16,5,9,モンドインテロ,牡,嶋田純次,手塚貴久
2020/10/11/,京都,農林水産省賞典 京都大賞典,GⅡ,2400,芝,17,5,10,アルバート,牡,岩田康誠,橋口慎介
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,1,4,4,サラキア,牝,北村友一,池添学
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,2,6,6,シャドウディーヴァ,牝,内田博幸,斎藤誠
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,3,8,8,サムシングジャスト,牝,松山弘平,松田国英
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,4,7,7,トロワゼトワル,牝,横山典弘,安田隆行
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,5,5,5,ラヴズオンリーユー,牝,M.デムーロ,矢作芳人
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,6,2,2,ダノンファンタジー,牝,川田将雅,中内田充正
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,7,1,1,シゲルピンクダイヤ,牝,幸英明,渡辺薫彦
2020/10/17/,東京,アイルランドトロフィー府中牝馬ステークス,GⅡ,1800,芝,8,3,3,フェアリーポルカ,牝,和田竜二,西村真幸
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,1,6,6,メイショウダッサイ,牡,森一馬,飯田祐史
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,2,5,5,ヒロシゲセブン,牡,高田潤,北出成人
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,3,1,1,マイブルーヘブン,牡,難波剛健,高橋義忠
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,4,4,4,スズカプレスト,牡,北沢伸也,橋田満
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,5,2,2,コウユーヌレエフ,牡,平沢健治,斉藤崇史
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,6,3,3,セイウンフォーカス,牡,中村将之,宮本博
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,7,8,8,トップアスリート,せ,西谷誠,池添学
2020/10/18/,東京,東京ハイジャンプ,J・GⅡ,3110,芝）,8,7,7,ネプチュナイト,牡,小坂忠士,友道康夫
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,1,7,13,デアリングタクト,牝,松山弘平,杉山晴紀
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,2,6,12,マジックキャッスル,牝,大野拓弥,国枝栄
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,3,4,8,ソフトフルート,牝,藤岡康太,松田国英
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,4,8,16,パラスアテナ,牝,坂井瑠星,高柳瑞樹
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,5,7,15,ミスニューヨーク,牝,長岡禎仁,杉山晴紀
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,6,7,14,オーマイダーリン,牝,幸英明,河内洋
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,7,2,3,マルターズディオサ,牝,田辺裕信,手塚貴久
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,8,4,7,ムジカ,牝,秋山真一郎,鈴木孝志
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,9,3,5,ウインマイティー,牝,和田竜二,五十嵐忠男
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,10,6,11,フィオリキアリ,牝,北村友一,清水久詞
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,11,8,18,アブレイズ,牝,藤井勘一郎,池江泰寿
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,12,3,6,ダンツエリーゼ,牝,太宰啓介,本田優
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,13,1,2,リアアメリア,牝,川田将雅,中内田充正
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,14,1,1,ミヤマザクラ,牝,福永祐一,藤原英昭
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,15,8,17,ウインマリリン,牝,横山武史,手塚貴久
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,16,5,9,サンクテュエール,牝,C.ルメール,藤沢和雄
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,17,5,10,クラヴァシュドール,牝,M.デムーロ,中内田充正
2020/10/18/,京都,秋華賞,GⅠ,2000,芝,18,2,4,ホウオウピースフル,牝,池添謙一,大竹正博
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,1,5,5,ヴァンドギャルド,牡,福永祐一,藤原英昭
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,2,8,11,ラウダシオン,牡,M.デムーロ,斉藤崇史
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,3,7,9,ケイアイノーテック,牡,津村明秀,平田修
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,4,7,10,ペルシアンナイト,牡,大野拓弥,池江泰寿
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,5,2,2,タイセイビジョン,牡,石橋脩,西村真幸
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,6,3,3,モズダディー,牡,内田博幸,藤岡健一
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,7,5,6,レイエンダ,牡,池添謙一,藤沢和雄
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,8,8,12,ワーケア,牡,C.ルメール,手塚貴久
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,9,4,4,サトノアーサー,牡,戸崎圭太,池江泰寿
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,10,6,7,スマイルカナ,牝,柴田大知,高橋祥泰
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,11,1,1,ブラックバゴ,牡,笹川翼,佐野謙二
2020/10/24/,東京,富士ステークス,GⅡ,1600,芝,12,6,8,シーズンズギフト,牝,横山典弘,黒岩陽一
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,1,2,3,コントレイル,牡,福永祐一,矢作芳人
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,2,5,9,アリストテレス,牡,C.ルメール,音無秀孝
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,3,5,10,サトノフラッグ,牡,戸崎圭太,国枝栄
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,4,4,8,ディープボンド,牡,和田竜二,大久保龍志
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,5,7,15,ブラックホール,牡,藤岡佑介,相沢郁
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,6,7,13,ロバートソンキー,牡,伊藤工真,林徹
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,7,3,6,ヴェルトライゼンデ,牡,池添謙一,池江泰寿
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,8,7,14,ヴァルコス,牡,岩田康誠,友道康夫
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,9,1,2,ガロアクリーク,牡,川田将雅,上原博之
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,10,6,11,バビット,牡,内田博幸,浜田多実雄
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,11,2,4,マンオブスピリット,牡,M.デムーロ,斉藤崇史
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,12,3,5,サトノインプレッサ,牡,坂井瑠星,矢作芳人
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,13,1,1,ディアマンミノル,牡,幸英明,本田優
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,14,8,16,ターキッシュパレス,牡,富田暁,昆貢
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,15,4,7,ダノングロワール,牡,北村友一,国枝栄
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,16,6,12,レクセランス,牡,松山弘平,池添学
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,17,8,18,ビターエンダー,牡,津村明秀,相沢郁
2020/10/25/,京都,菊花賞,GⅠ,3000,芝,18,8,17,キメラヴェリテ,牡,松若風馬,中竹和也
2020/10/31/,東京,アルテミスステークス,GⅢ,1600,芝,1,7,14,ソダシ,牝,吉田隼人,須貝尚介
